index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
6224,THE MONTANA,8 Jalan Mutiara  #01-09 ,73,Strata,23-OCT-2017,Apartment,Freehold,2002,Resale,10,24,249188,Central Region,Tanglin,2017-10,1.29622080505,103.82920953899999,1.0,9.0,1342420.9
6225,GOLDENHILL VILLAS,25 Golden Drive ,158,Land,23-OCT-2017,Terrace House,Freehold,2004,Resale,19,55,554653,North East Region,Serangoon,2017-10,1.3554508618,103.86173165299999,,,1344217.0
6226,WELLINGTON PARK,7 Ellington Square ,172,Land,23-OCT-2017,Terrace House,Freehold,1985,Resale,20,56,568918,North East Region,Ang Mo Kio,2017-10,1.3718349993399999,103.83356834899999,,,1172542.5
6227,FLORIDIAN,973 Bukit Timah Road  #08-26 ,85,Strata,23-OCT-2017,Condominium,Freehold,2012,Resale,21,58,589648,Central Region,Bukit Timah,2017-10,1.33293055873,103.78513121200001,8.0,26.0,753518.4
6228,REFLECTIONS AT KEPPEL BAY,3 Keppel Bay View  #07-14 ,110,Strata,23-OCT-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98403,Central Region,Bukit Merah,2017-10,1.26772954864,103.814112901,7.0,14.0,2054082.0
6229,VERTIS,20 Amber Gardens  #13-01 ,195,Strata,23-OCT-2017,Apartment,Freehold,2009,Resale,15,43,439979,Central Region,Marine Parade,2017-10,1.30129463568,103.900104259,13.0,1.0,1971837.4
6230,SKY VUE,1 Bishan Street 15  #08-03 ,45,Strata,23-OCT-2017,Condominium,99 Yrs From 04/03/2013,2016,Resale,20,57,573910,Central Region,Bishan,2017-10,1.3523162271200002,103.85072190000001,8.0,3.0,735140.8
6231,CHANCERY ESQUIRE,8 Chancery Lane  #02-06 ,117,Strata,23-OCT-2017,Apartment,Freehold,1996,Resale,11,30,309494,Central Region,Novena,2017-10,1.3176477811799998,103.83653431100001,2.0,6.0,1314368.4
6232,CAIRNHILL ASTORIA,6A Cairnhill Rise  #03-01 ,158,Strata,23-OCT-2017,Apartment,Freehold,1983,Resale,9,22,229742,Central Region,Newton,2017-10,1.3070248762999999,103.839451417,3.0,1.0,2142796.8
6233,DRAYCOTT EIGHT,6 Draycott Park  #15-01 ,133,Strata,23-OCT-2017,Condominium,99 Yrs From 24/10/1997,2005,Resale,10,25,259403,Central Region,Newton,2017-10,1.3105784399200002,103.831882006,15.0,1.0,1487785.0
6234,THE CREST,101 Prince Charles Crescent  #12-01 ,118,Strata,23-OCT-2017,Condominium,99 Yrs From 21/12/2012,2017,Resale,3,15,159017,Central Region,Bukit Merah,2017-10,1.29269478977,103.82041146700001,12.0,1.0,1378913.9
6235,PARC ROSEWOOD,91 Rosewood Drive  #04-104 ,56,Strata,23-OCT-2017,Condominium,99 Yrs From 07/09/2011,2014,Resale,25,73,737793,North Region,Woodlands,2017-10,1.42762572729,103.78575489,4.0,104.0,581252.4
6236,GUILIN VIEW,26 Bukit Batok Street 52  #02-01 ,119,Strata,23-OCT-2017,Condominium,99 Yrs From 24/04/1996,2000,Resale,23,65,659247,West Region,Bukit Batok,2017-10,1.35495136429,103.75267215,2.0,1.0,1239844.1
6237,N.A.,10 Haig Lane ,1060,Land,23-OCT-2017,Detached House,Freehold,1968,Resale,15,43,438814,Central Region,Marine Parade,2017-10,1.3085756796999999,103.899154737,,,11186791.0
6238,MILL CREEK,10 Lorong Marzuki  #04-04 ,95,Strata,23-OCT-2017,Apartment,Freehold,2010,Resale,14,41,417052,East Region,Bedok,2017-10,1.31953904886,103.909856144,4.0,4.0,878515.2
6239,LOYANG VILLAS,15 Loyang Rise ,150,Land,23-OCT-2017,Terrace House,99 Yrs From 01/05/1993,1996,Resale,17,50,507586,East Region,Pasir Ris,2017-10,1.3620618561200002,103.964599035,,,1070868.4
6240,GRAMERCY PARK,57 Grange Road  #16-09 ,247,Strata,23-OCT-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-10,1.2983710257899999,103.82642846,16.0,9.0,3851920.2
6241,FORESQUE RESIDENCES,107 Petir Road  #18-16 ,110,Strata,23-OCT-2017,Condominium,99 Yrs From 10/01/2011,2014,Resale,23,67,678275,West Region,Bukit Panjang,2017-10,1.3690159234700001,103.776424978,18.0,16.0,856163.25
6242,KEMBANGAN SUITES,16 Jalan Masjid  #05-13 ,50,Strata,23-OCT-2017,Apartment,Freehold,2011,Resale,14,41,418941,East Region,Bedok,2017-10,1.3201528133700002,103.912725812,5.0,13.0,561158.7
6243,SKYSUITES@ANSON,8 Enggor Street  #68-01 ,89,Strata,23-OCT-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-10,1.27464403809,103.844742451,68.0,1.0,1418840.4
6244,SUNRISE VILLA,37 Sunrise Drive ,183,Land,23-OCT-2017,Terrace House,Freehold,1985,Resale,28,80,806540,North East Region,Ang Mo Kio,2017-10,1.3883670421399998,103.85687879,,,1394729.2
6245,WEST BAY CONDOMINIUM,60 West Coast Crescent  #02-06 ,119,Strata,23-OCT-2017,Condominium,99 Yrs From 01/03/1991,1993,Resale,5,12,128040,West Region,Clementi,2017-10,1.2990397191399998,103.76547522,2.0,6.0,1300501.0
6246,TANGLIN REGENCY,381 Tanglin Road  #05-06 ,79,Strata,23-OCT-2017,Condominium,99 Yrs From 01/05/1994,1998,Resale,10,24,247965,Central Region,Bukit Merah,2017-10,1.2920525586,103.816015478,5.0,6.0,1122869.5
6247,SANCTUARY GREEN,181 Tanjong Rhu Road  #06-08 ,79,Strata,23-OCT-2017,Condominium,99 Yrs From 17/03/1997,2004,Resale,15,43,436922,Central Region,Kallang,2017-10,1.2959548140000001,103.87167607200001,6.0,8.0,1203096.5
6248,BOTANIC GARDENS MANSION,2 Taman Serasi  #02-02 ,163,Strata,23-OCT-2017,Apartment,Freehold,Unknown,Resale,10,25,257718,Central Region,Tanglin,2017-10,1.30783850947,103.81914724100001,2.0,2.0,2256467.0
6249,BOATHOUSE RESIDENCES,23 Upper Serangoon View  #11-03 ,68,Strata,23-OCT-2017,Condominium,99 Yrs From 09/02/2011,2015,Resale,19,53,534047,North East Region,Hougang,2017-10,1.37597301314,103.902467106,11.0,3.0,618190.25
6250,SKYLINE 360 @ SAINT THOMAS WALK,68 St. Thomas Walk  #04-01 ,198,Strata,23-OCT-2017,Condominium,Freehold,2012,Resale,9,23,238142,Central Region,River Valley,2017-10,1.2967292091,103.836870927,4.0,1.0,3045063.8
6251,MERALODGE,83 Hillview Avenue  #05-03 ,178,Strata,23-OCT-2017,Condominium,Freehold,1997,Resale,23,66,669583,West Region,Bukit Batok,2017-10,1.3541847519799999,103.761451957,5.0,3.0,1612749.1
6252,N.A.,17 Pebble Lane ,189,Land,23-OCT-2017,Terrace House,Freehold,1971,Resale,15,43,437566,Central Region,Geylang,2017-10,1.31350182096,103.893130509,,,1564849.0
6253,FONTAINE PARRY,77 Poh Huat Road  #04-20 ,115,Strata,23-OCT-2017,Condominium,999 Yrs From 16/08/1877,2010,Resale,19,54,546785,North East Region,Hougang,2017-10,1.36625188557,103.87997817200001,4.0,20.0,1004229.25
6254,THE GALE,72 Flora Road  #05-27 ,126,Strata,23-OCT-2017,Condominium,Freehold,2013,Resale,17,50,506915,East Region,Pasir Ris,2017-10,1.35859066241,103.967225217,5.0,27.0,920294.9
6255,SIGNATURE PARK,46A Toh Tuck Road  #06-02 ,96,Strata,23-OCT-2017,Condominium,Freehold,1998,Resale,21,59,596738,Central Region,Bukit Timah,2017-10,1.34043292582,103.767270739,6.0,2.0,777294.5
6256,THE CENTRIS,77 Jurong West Central 3  #06-30 ,117,Strata,23-OCT-2017,Apartment,99 Yrs From 21/06/2006,2009,Resale,22,64,648338,West Region,Jurong West,2017-10,1.33958068068,103.704464146,6.0,30.0,729091.94
6257,THE TRIZON,2 Ridgewood Close  #18-03 ,192,Strata,23-OCT-2017,Condominium,Freehold,2012,Resale,10,27,276693,Central Region,Bukit Timah,2017-10,1.31661909718,103.778448809,18.0,3.0,1716908.0
6258,THE TESSARINA,22 Wilby Road  #04-14 ,124,Strata,23-OCT-2017,Condominium,Freehold,2003,Resale,10,27,276306,Central Region,Bukit Timah,2017-10,1.33292905395,103.789765571,4.0,14.0,897968.8
6259,SUNGLADE,9 Serangoon Avenue 2  #07-26 ,115,Strata,23-OCT-2017,Condominium,99 Yrs From 09/10/2000,2003,Resale,19,55,556134,North East Region,Serangoon,2017-10,1.34879516554,103.87065111,7.0,26.0,1502284.0
6260,SEA ESTA,28 Pasir Ris Link  #01-23 ,130,Strata,23-OCT-2017,Condominium,99 Yrs From 09/01/2012,2015,Resale,18,51,518146,East Region,Pasir Ris,2017-10,1.3778772699500001,103.959616886,1.0,23.0,956550.4
6261,DAHLIA PARK CONDOMINIUM,3 Flora Drive  #08-09 ,144,Strata,23-OCT-2017,Condominium,Freehold,2003,Resale,17,50,507010,East Region,Pasir Ris,2017-10,1.35919314293,103.96611734700001,8.0,9.0,1025128.3
6262,SERANGOON GARDEN ESTATE,68A Carisbrooke Grove ,1336,Land,23-OCT-2017,Detached House,999 Yrs From 14/02/1991,1994,Resale,19,55,558845,North East Region,Serangoon,2017-10,1.35739413306,103.866629443,,,8673975.0
6263,BEDOK RESIDENCES,18 Bedok North Drive  #15-08 ,100,Strata,23-OCT-2017,Apartment,99 Yrs From 21/11/2011,2015,Resale,16,46,465495,East Region,Bedok,2017-10,1.32508887547,103.92901790100001,15.0,8.0,1020733.1
6264,KOVAN RESIDENCES,5 Kovan Road  #16-18 ,134,Strata,23-OCT-2017,Condominium,99 Yrs From 31/12/2007,2011,Resale,19,54,544894,North East Region,Hougang,2017-10,1.36120119685,103.88467173,16.0,18.0,1096547.9
6265,HORIZON TOWERS,29 Leonie Hill  #08-02 ,240,Strata,23-OCT-2017,Condominium,99 Yrs From 17/08/1979,1984,Resale,9,23,239228,Central Region,River Valley,2017-10,1.29762358672,103.83269165600001,8.0,2.0,3370169.5
6266,SENNETT ESTATE,61 Lichi Avenue ,158,Land,23-OCT-2017,Terrace House,Freehold,Unknown,Resale,13,34,348836,Central Region,Toa Payoh,2017-10,1.33378007111,103.877832474,,,1639974.1
6267,REFLECTIONS AT KEPPEL BAY,27 Keppel Bay View  #18-83 ,167,Strata,23-OCT-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98416,Central Region,Bukit Merah,2017-10,1.26653651983,103.810492751,18.0,83.0,4263945.5
6268,THOMSON GRAND,17 Sin Ming Walk  #19-07 ,132,Strata,23-OCT-2017,Condominium,99 Yrs From 08/02/2010,2015,Resale,20,57,573913,Central Region,Bishan,2017-10,1.364939069,103.83003816700001,19.0,7.0,1145072.1
6269,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #06-01 ,104,Strata,23-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,6.0,1.0,796864.7
6270,BINJAI CREST,217 Jalan Kampong Chantek ,351,Strata,23-OCT-2017,Terrace House,99 Yrs From 13/12/1996,2004,Resale,21,58,587916,Central Region,Bukit Timah,2017-10,1.34421367498,103.788279233,,,2877891.0
6271,THE TOPIARY,13 Fernvale Lane  #19-08 ,117,Strata,23-OCT-2017,Executive Condominium,99 Yrs From 03/07/2012,2016,Resale,28,79,797496,North East Region,Sengkang,2017-10,1.3888159854,103.87238858,19.0,8.0,1388807.8
6272,H2O RESIDENCES,30 Fernvale Link  #01-01 ,152,Strata,23-OCT-2017,Condominium,99 Yrs From 10/05/2010,2015,Resale,28,79,797530,North East Region,Sengkang,2017-10,1.39253007201,103.879876063,1.0,1.0,1645458.9
6273,AVILA GARDENS,17 Flora Road  #02-04 ,119,Strata,23-OCT-2017,Condominium,Freehold,1995,Resale,17,50,509735,East Region,Pasir Ris,2017-10,1.36062139801,103.966184162,2.0,4.0,867813.7
6274,SCOTTS SQUARE,8 Scotts Road  #27-01 ,116,Strata,23-OCT-2017,Apartment,Freehold,2011,Resale,9,22,228238,Central Region,Orchard,2017-10,1.30577202207,103.83306330200001,27.0,1.0,1416626.0
6275,THE RICHMOND,7 St. Michael'S Road  #07-01 ,120,Strata,23-OCT-2017,Apartment,Freehold,1999,Resale,12,32,327950,Central Region,Kallang,2017-10,1.32485654722,103.86448355,7.0,1.0,1354667.2
6276,CITY LOFT,363 Race Course Road  #04-02 ,34,Strata,23-OCT-2017,Apartment,Freehold,2012,Resale,8,21,218636,Central Region,Kallang,2017-10,1.31506063328,103.856681023,4.0,2.0,534345.1
6277,THE INTERLACE,210 Depot Road  #12-60 ,410,Strata,23-OCT-2017,Condominium,99 Yrs From 11/02/2009,2013,Resale,4,10,109699,Central Region,Bukit Merah,2017-10,1.28272832309,103.804255689,12.0,60.0,2712095.0
6278,N.A.,23 Clover Way ,161,Land,23-OCT-2017,Terrace House,Freehold,Unknown,Resale,20,57,579092,Central Region,Bishan,2017-10,1.34968191403,103.84374599799999,,,1423401.6
6279,THE CREST,105 Prince Charles Crescent  #20-16 ,143,Strata,23-OCT-2017,Condominium,99 Yrs From 21/12/2012,2017,Resale,3,15,159019,Central Region,Bukit Merah,2017-10,1.2928192090200001,103.81929313799999,20.0,16.0,1693970.9
6280,N.A.,281 Onan Road ,165,Land,23-OCT-2017,Terrace House,Freehold,1955,Resale,15,42,424661,Central Region,Marine Parade,2017-10,1.30928333561,103.901915714,,,1492424.2
6281,PARC SOPHIA,8 Adis Road  #06-07 ,62,Strata,23-OCT-2017,Apartment,Freehold,2011,Resale,9,22,229975,Central Region,Rochor,2017-10,1.3015617396799999,103.847372425,6.0,7.0,864128.3
6282,THE BELLEFORTE,6 Ah Hood Road  #09-02 ,95,Strata,23-OCT-2017,Apartment,Freehold,2003,Resale,12,32,329974,Central Region,Novena,2017-10,1.3272424524,103.84513345100001,9.0,2.0,1933663.2
6283,THE SHORE RESIDENCES,87 Amber Road  #04-21 ,55,Strata,23-OCT-2017,Condominium,103 Yrs From 18/08/2009,2014,Resale,15,43,439897,Central Region,Marine Parade,2017-10,1.30336197069,103.901971644,4.0,21.0,778781.0
6284,HILLCREST ARCADIA,255 Arcadia Road  #06-25 ,183,Strata,23-OCT-2017,Condominium,99 Yrs From 01/12/1975,1980,Resale,11,28,289850,Central Region,Bukit Timah,2017-10,1.33377938529,103.808806562,6.0,25.0,1566210.2
6285,ARDMORE II,2 Ardmore Park  #20-04 ,188,Strata,23-OCT-2017,Condominium,Freehold,2010,Resale,10,25,259947,Central Region,Newton,2017-10,1.3092027336499998,103.82826695899999,20.0,4.0,2599427.0
6286,WATERMARK ROBERTSON QUAY,1 Rodyk Street  #07-08 ,82,Strata,23-OCT-2017,Apartment,Freehold,2008,Resale,9,23,238212,Central Region,Singapore River,2017-10,1.29093248485,103.838315316,7.0,8.0,1351387.5
6287,6 DERBYSHIRE,6 Derbyshire Road  #07-06 ,44,Strata,23-OCT-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-10,1.31578788311,103.84604087,7.0,6.0,1247156.8
6288,MARINE BLUE,91 Marine Parade Road  #06-08 ,68,Strata,23-OCT-2017,Condominium,Freehold,2016,Resale,15,44,449314,Central Region,Marine Parade,2017-10,1.30405559896,103.904877122,6.0,8.0,758554.8
6289,PLATINUM EDGE,18 Leicester Road  #16-01 ,98,Strata,23-OCT-2017,Apartment,Freehold,2007,Resale,13,35,358847,Central Region,Toa Payoh,2017-10,1.3304798495899999,103.866861607,16.0,1.0,1074336.4
6290,SKY VUE,1 Bishan Street 15  #11-09 ,63,Strata,23-OCT-2017,Condominium,99 Yrs From 04/03/2013,2016,Resale,20,57,573910,Central Region,Bishan,2017-10,1.3523162271200002,103.85072190000001,11.0,9.0,941092.8
6291,THE COAST AT SENTOSA COVE,280 Ocean Drive  #02-04 ,219,Strata,23-OCT-2017,Condominium,99 Yrs From 11/04/2006,2009,Resale,4,9,98451,Central Region,Southern Islands,2017-10,1.24535101612,103.84361419700001,2.0,4.0,5056285.5
6292,BRADDELL HEIGHTS ESTATE,12 Muswell Hill ,421,Land,23-OCT-2017,Detached House,Freehold,2009,Resale,13,35,358429,North East Region,Serangoon,2017-10,1.3447077599000001,103.86132787700001,,,3148749.8
6293,THE MAKENA,123 Meyer Road  #12-02 ,152,Strata,23-OCT-2017,Condominium,Freehold,1998,Resale,15,43,437934,Central Region,Marine Parade,2017-10,1.29706958211,103.895140702,12.0,2.0,1724034.5
6294,EDELWEISS PARK CONDOMINIUM,102 Flora Road  #06-67 ,151,Strata,23-OCT-2017,Condominium,Freehold,2006,Resale,17,50,509744,East Region,Pasir Ris,2017-10,1.3565160549000002,103.96734639,6.0,67.0,924952.25
6295,N.A.,22 East Sussex Lane ,1072,Land,23-OCT-2017,Detached House,Freehold,1970,Resale,10,27,279808,Central Region,Bukit Timah,2017-10,1.31211196907,103.79077487,,,9576971.0
6296,EVERGREEN PARK,31 Hougang Avenue 7  #14-08 ,100,Strata,23-OCT-2017,Apartment,99 Yrs From 01/10/1995,1999,Resale,19,53,538800,North East Region,Hougang,2017-10,1.3685311824899997,103.899103629,14.0,8.0,900097.9
6297,THOMSON RISE ESTATE,96 Jalan Pemimpin ,292,Land,23-OCT-2017,Terrace House,Freehold,1989,Resale,20,57,577247,Central Region,Bishan,2017-10,1.35422018211,103.84378317,,,2386153.0
6298,THE TESSARINA,22 Wilby Road  #03-18 ,123,Strata,23-OCT-2017,Condominium,Freehold,2003,Resale,10,27,276306,Central Region,Bukit Timah,2017-10,1.33292905395,103.789765571,3.0,18.0,889976.06
6299,N.A.,61 Wilkinson Road ,2386,Land,23-OCT-2017,Detached House,Freehold,Unknown,Resale,15,43,436718,Central Region,Marine Parade,2017-10,1.30223777952,103.891568847,,,18254006.0
6300,RAFFLESIA CONDOMINIUM,33 Bishan Street 21  #07-07 ,85,Strata,23-OCT-2017,Condominium,99 Yrs From 18/07/1997,2003,Resale,20,57,579801,Central Region,Bishan,2017-10,1.34802005432,103.84331114,7.0,7.0,1043479.1
6301,THE ESTA,31 Amber Gardens  #19-04 ,122,Strata,23-OCT-2017,Condominium,Freehold,2008,Resale,15,43,439967,Central Region,Marine Parade,2017-10,1.30222380071,103.89998441799999,19.0,4.0,1250599.9
6302,CHARLTON 18,67 Charlton Lane ,315,Strata,23-OCT-2017,Terrace House,Freehold,2016,Resale,19,53,533993,North East Region,Hougang,2017-10,1.3569864470700002,103.88247135700001,,,1986725.6
6303,EIGHT COURTYARDS,8 Canberra Drive  #10-12 ,80,Strata,23-OCT-2017,Condominium,99 Yrs From 20/09/2010,2014,Resale,27,76,768141,North Region,Yishun,2017-10,1.43857097714,103.83136663799999,10.0,12.0,892428.4
6304,COUNTRY PARK CONDOMINIUM,37 Bedok Road  #05-01 ,164,Strata,23-OCT-2017,Condominium,Freehold,2003,Resale,16,46,469360,East Region,Bedok,2017-10,1.32118014189,103.95478836299999,5.0,1.0,1357351.9
6305,N.A.,23 Jalan Chengkek ,256,Land,23-OCT-2017,Terrace House,Freehold,1976,Resale,13,36,369242,Central Region,Geylang,2017-10,1.3313384377600002,103.88483041299999,,,2022169.5
6306,SPOTTISWOODE PARK,107 Spottiswoode Park Road  #16-122 ,118,Strata,22-OCT-2017,Apartment,99 Yrs From 01/08/1976,Unknown,Resale,2,8,80107,Central Region,Bukit Merah,2017-10,1.27359376971,103.83491818,16.0,122.0,1324733.0
6307,ROBERTSON 100,100 Robertson Quay  #09-05 ,87,Strata,21-OCT-2017,Apartment,Freehold,2004,Resale,9,23,238250,Central Region,Singapore River,2017-10,1.29111209264,103.83782134299999,9.0,5.0,1357379.9
6308,THE SEAWIND,78 Lorong M Telok Kurau  #04-30 ,106,Strata,20-OCT-2017,Condominium,Freehold,2015,Resale,15,42,425413,East Region,Bedok,2017-10,1.31080132273,103.914040101,4.0,30.0,981309.75
6309,ONE OXLEY RISE,1 Oxley Rise  #06-04 ,67,Strata,20-OCT-2017,Apartment,Freehold,2009,Resale,9,23,238714,Central Region,Museum,2017-10,1.29925155609,103.841714051,6.0,4.0,1379696.1
6310,PARC VISTA,458 Corporation Road  #08-04 ,99,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/1995,1997,Resale,22,64,649814,West Region,Jurong West,2017-10,1.34424334489,103.71753643299999,8.0,4.0,743898.5
6311,NATHAN RESIDENCES,25 Nathan Road  #09-07 ,72,Strata,20-OCT-2017,Apartment,Freehold,2013,Resale,10,24,248745,Central Region,Tanglin,2017-10,1.29456958469,103.827270809,9.0,7.0,1073607.6
6312,THE SEAWIND,70 Lorong M Telok Kurau  #04-01 ,59,Strata,20-OCT-2017,Condominium,Freehold,2015,Resale,15,42,425380,East Region,Bedok,2017-10,1.31102638099,103.914399465,4.0,1.0,678561.6
6313,ROCHELLE AT NEWTON,188 Keng Lee Road  #19-03 ,126,Strata,20-OCT-2017,Condominium,99 Yrs From 10/03/2008,2012,Resale,11,30,308414,Central Region,Novena,2017-10,1.31404425855,103.841922914,19.0,3.0,1875669.5
6314,MONTEREY PARK CONDOMINIUM,31 West Coast Rise  #08-20 ,121,Strata,20-OCT-2017,Condominium,999 Yrs From 21/02/1885,2005,Resale,5,12,127474,West Region,Clementi,2017-10,1.31722932347,103.753432134,8.0,20.0,1054043.0
6315,PARKVIEW APARTMENTS,1 Bukit Batok Street 25  #07-06 ,105,Strata,20-OCT-2017,Apartment,99 Yrs From 01/05/1994,1998,Resale,23,65,658882,West Region,Bukit Batok,2017-10,1.3410812942299999,103.760405155,7.0,6.0,794929.75
6316,ORCHID PARK CONDOMINIUM,97 Yishun Street 81  #06-02 ,89,Strata,20-OCT-2017,Condominium,99 Yrs From 01/09/1991,1994,Resale,27,76,768453,North Region,Yishun,2017-10,1.41317398961,103.834911494,6.0,2.0,837252.4
6317,THE BAYSHORE,30 Bayshore Road  #18-07 ,110,Strata,20-OCT-2017,Condominium,99 Yrs From 31/05/1993,1997,Resale,16,46,469974,East Region,Bedok,2017-10,1.31299246295,103.93991443,18.0,7.0,1107281.0
6318,PAVILION PARK,38 Pavilion Green ,221,Land,20-OCT-2017,Terrace House,Freehold,2014,Resale,23,65,658323,West Region,Bukit Batok,2017-10,1.36863419966,103.752663806,,,1381966.2
6319,HUA MEI GARDENS,22 Phoenix Rise ,367,Land,20-OCT-2017,Semi-Detached House,Freehold,1985,Resale,23,66,668224,West Region,Bukit Batok,2017-10,1.37427198314,103.757282779,,,1839980.6
6320,THE COSMOPOLITAN,202 Kim Seng Road  #30-08 ,156,Strata,20-OCT-2017,Condominium,Freehold,2008,Resale,9,23,239496,Central Region,Singapore River,2017-10,1.29565132062,103.83223685,30.0,8.0,2462901.8
6321,PAVILION PARK,44 Pavilion Green ,150,Land,20-OCT-2017,Terrace House,Freehold,2014,Resale,23,65,658329,West Region,Bukit Batok,2017-10,1.36864375276,103.752828889,,,966980.75
6322,SENNETT ESTATE,117 Macpherson Road ,139,Land,20-OCT-2017,Terrace House,Freehold,1963,Resale,13,34,348506,Central Region,Toa Payoh,2017-10,1.32932061781,103.87232665799999,,,1493213.9
6323,WEST BAY CONDOMINIUM,52 West Coast Crescent  #06-04 ,114,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/1991,1994,Resale,5,12,128036,West Region,Clementi,2017-10,1.29873864411,103.766368614,6.0,4.0,1139969.0
6324,SPRINGDALE CONDOMINIUM,47 Hindhede Walk  #07-11 ,103,Strata,20-OCT-2017,Condominium,999 Yrs From 21/06/1877,1998,Resale,21,58,587977,West Region,Bukit Panjang,2017-10,1.3476676577899998,103.77180095799999,7.0,11.0,1145406.5
6325,QUINTERRA,359 Holland Road  #15-03 ,166,Strata,20-OCT-2017,Apartment,99 Yrs From 08/03/2006,2009,Resale,10,27,278636,Central Region,Bukit Timah,2017-10,1.31860256258,103.780745525,15.0,3.0,1677099.4
6326,N.A.,12 Stratton Place ,188,Land,20-OCT-2017,Terrace House,Freehold,1992,Resale,28,80,806825,North East Region,Serangoon,2017-10,1.38033186607,103.867150384,,,1591755.0
6327,THE GREENWICH,7 Seletar Road  #04-22 ,56,Strata,20-OCT-2017,Condominium,99 Yrs From 21/12/2009,2014,Resale,28,80,807014,North East Region,Serangoon,2017-10,1.3871592859900002,103.869832921,4.0,22.0,1004528.6
6328,HOLLAND RESIDENCES,5 Taman Warna  #04-11 ,90,Strata,20-OCT-2017,Condominium,Freehold,2012,Resale,10,27,276342,Central Region,Bukit Timah,2017-10,1.3107516127,103.79945922200001,4.0,11.0,1842138.8
6329,GRAMERCY PARK,57 Grange Road  #17-09 ,247,Strata,20-OCT-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-10,1.2983710257899999,103.82642846,17.0,9.0,3851920.2
6330,N.A.,37 Tham Soong Avenue ,298,Land,20-OCT-2017,Semi-Detached House,Freehold,1960,Resale,21,59,597051,Central Region,Bukit Timah,2017-10,1.3438569263100002,103.77381328,,,2316802.0
6331,NORTHWOOD,60 Jalan Mata Ayer  #04-06 ,124,Strata,20-OCT-2017,Condominium,Freehold,2009,Resale,27,75,759158,North Region,Mandai,2017-10,1.4264510644,103.824060018,4.0,6.0,883752.7
6332,HILLBROOKS,88 Hillview Avenue  #01-12 ,137,Strata,20-OCT-2017,Condominium,Freehold,1999,Resale,23,66,669590,West Region,Bukit Batok,2017-10,1.35885969644,103.762767645,1.0,12.0,876220.8
6333,THE HILLIER,6 Hillview Rise  #11-29 ,58,Strata,20-OCT-2017,Apartment,99 Yrs From 01/08/2011,2016,Resale,23,66,667980,West Region,Bukit Batok,2017-10,1.3630337048299999,103.764136915,11.0,29.0,632605.2
6334,OPERA ESTATE,28 Maria Avenue ,201,Land,20-OCT-2017,Terrace House,Freehold,Unknown,Resale,15,45,456759,East Region,Bedok,2017-10,1.32091668991,103.92174224600001,,,2071682.9
6335,N.A.,653 East Coast Road ,375,Land,20-OCT-2017,Semi-Detached House,Freehold,2010,Resale,15,45,459039,East Region,Bedok,2017-10,1.31142216829,103.91972728399999,,,3418211.0
6336,GOLDENHILL PARK CONDOMINIUM,62 Mei Hwan Drive  #13-08 ,124,Strata,20-OCT-2017,Condominium,Freehold,2004,Resale,20,56,568427,North East Region,Serangoon,2017-10,1.35274983565,103.863024925,13.0,8.0,1139441.8
6337,NV RESIDENCES,89 Pasir Ris Grove  #04-24 ,71,Strata,20-OCT-2017,Condominium,99 Yrs From 07/01/2008,2013,Resale,18,51,518214,East Region,Pasir Ris,2017-10,1.3717551557799998,103.94342295,4.0,24.0,545073.44
6338,ENG AUN MANSION,312A Thomson Road ,93,Strata,20-OCT-2017,Apartment,Freehold,Unknown,Resale,11,30,307658,Central Region,Novena,2017-10,1.32343518403,103.842064589,,,1344256.0
6339,AMARANDA GARDENS,120 Serangoon Avenue 3  #11-07 ,108,Strata,20-OCT-2017,Condominium,Freehold,2004,Resale,19,55,554774,North East Region,Serangoon,2017-10,1.3494052854799998,103.866718121,11.0,7.0,1058704.8
6340,NINETEEN SHELFORD ROAD,19 Shelford Road  #02-29 ,85,Strata,20-OCT-2017,Condominium,Freehold,1997,Resale,11,28,288408,Central Region,Bukit Timah,2017-10,1.32605907113,103.811860141,2.0,29.0,1207805.9
6341,BISHAN PARK CONDOMINIUM,24 Sin Ming Walk  #01-01 ,137,Strata,20-OCT-2017,Condominium,99 Yrs From 01/03/1991,1994,Resale,20,57,575572,Central Region,Bishan,2017-10,1.36636704054,103.83095038200001,1.0,1.0,1118996.6
